id,address,area,bedrooms,bikeScore,datetime,distanceToNearestIntersection,geotag,has_image,has_map,name,postalCode,price,repost_of,sideOfStreet,transitScore,url,walkScore,where
6910543480,8644 54th Ave,,3,77.0,2019-06-21 14:27,21.798454588311845,"[40.7351, -73.8776]",False,True,elmhurst super convenient location! 3 br 1 bath,11373-4335,$2450,6646277293,R,100.0,https://newyork.craigslist.org/que/abo/d/elmhurst-elmhurst-super-convenient/6910543480.html,96.0,elmhurst
6917174366,334 Franklin Ave,,1,85.0,2019-06-21 14:26,0.021573973571966585,"[40.687729, -73.956987]",True,True,**1bedroom-1bath in the heart of bed-stuy,11238-1402,$2200,,R,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-1bedroom-1bath-in-the-heart-of/6917174366.html,95.0,bedford-stuyvesant
6911917730,320 Chauncey St,,3,64.0,2019-06-21 14:34,0.0,"[40.681519, -73.91972]",True,True,you’re in good hands...t e x t us to view bk’s best *no fee* apts,11233-2410,$2700,,R,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-youre-in-good-handst-x-us-to/6911917730.html,92.0,bed-stuy
6917210186,530 W 143rd St,800ft2,1,88.0,2019-06-21 14:33,203.48355337292944,"[40.8246, -73.9507]",True,True,spacious 1br penthouse with deck!! near col univ!!,10031-6501,$2600,6810575698,L,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-spacious-1br-penthouse/6917210186.html,98.0,harlem / morningside
6914527887,410 Pulaski St,,3,79.0,2019-06-21 14:33,0.01311430441842278,"[40.69409, -73.934269]",True,True,this is the one you’ve been looking for… call today to view,11221-2377,$2875,,R,97.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-this-is-the-one-youve-been/6914527887.html,94.0,bed-stuy
6914529944,410 Pulaski St,,3,79.0,2019-06-21 14:33,0.01311430441842278,"[40.69409, -73.934269]",True,True,simplify your search with us**pro team w/ big inventory of no fee apts,11221-2377,$2800,,R,97.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-simplify-your-search-with/6914529944.html,94.0,bed-stuy
6917173545,4754 Center Blvd,653ft2,1,81.0,2019-06-21 14:33,61.30149686764414,"[40.7454, -73.9575]",True,True,sunny 1br in long island city. brand new renovation + no fee!,11109-5606,$3500,6900433386,L,100.0,https://newyork.craigslist.org/que/abo/d/long-island-city-sunny-1br-in-long/6917173545.html,93.0,
6915622461,97 Saint Marks Pl,,1,95.0,2019-06-21 14:31,74.55786387017606,"[40.727356, -73.98468]",True,True,gorgeous true 1 bedroom in east village--e10/1st ave--no fee,10009-5117,$3000,4894315913,L,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-gorgeous-true-1-bedroom/6915622461.html,100.0,east village
6915400788,332 Irving Ave,,2,87.0,2019-06-21 14:31,1.0490469887573721,"[40.69841, -73.913309]",True,True,spacious   2br just 1 block from l and m trains,11237-5717,$2300,,R,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-spacious-2br-just-1-block-from/6915400788.html,96.0,bushwick
6915405145,1149 Bushwick Ave,,3,77.0,2019-06-21 14:31,0.0,"[40.689218, -73.917649]",True,True,beautiful renovated 3br - laundry in unit - no fee,11221-4802,$2875,,L,95.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-beautiful-renovated-3br/6915405145.html,94.0,bushwick
6917234115,287 1st St,1189ft2,2,86.0,2019-06-21 14:31,0.0,"[40.7221, -74.0469]",True,True,granite countertops in this gorgeous 2br/2ba apartment!,07302-2714,$4545,,L,81.0,https://newyork.craigslist.org/jsy/abo/d/jersey-city-granite-countertops-in-this/6917234115.html,99.0,"jersey city, nj"
6908895228,14 Linden Pl,605ft2,1,65.0,2019-06-21 14:30,81.22465278646109,"[41.0602, -73.5445]",True,True,"historic loft style 1br, heat included in rent!",06902-2305,$2065,,L,,https://newyork.craigslist.org/fct/abo/d/stamford-historic-loft-style-1br-heat/6908895228.html,88.0,
6917212935,215 W 139th St,400ft2,1,77.0,2019-06-21 14:30,92.9977491287573,"[40.8183, -73.9426]",True,True,beautiful furnished one bedroom for sublet 7/1 thru 8/31,10030-2104,$1900,,R,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-beautiful-furnished-one/6917212935.html,98.0,upper east side
6917223949,2199 Bergen St,800ft2,1,82.0,2019-06-21 14:30,0.0,"[40.673762, -73.907469]",True,True,bright&sunny 1 bed!near subway/laundry!amazing offer!must see!,11233-4336,$1750,6904314545,L,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-brightsunny-1-bednear-subway/6917223949.html,93.0,crown heights
6917222439,304 E 12th St,,2,93.0,2019-06-21 14:29,94.38015106610695,"[40.730641, -73.985152]",True,True,flex 2 bedrooms steps to union square--e12th/2nd ave--august 1,10003-7201,$2850,4894315913,R,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-flex-2-bedrooms-steps-to/6917222439.html,100.0,east village
6917211801,1386 Nostrand Ave,,1,67.0,2019-06-21 14:28,0.0,"[40.652642, -73.949769]",True,True,beautiful   1br in flatbush  in-unit washer/dryer,11226-2503,$2421,,R,99.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-beautiful-1br-in-flatbush-in/6917211801.html,96.0,flatbush
6914292260,6418 174th St,,3,62.0,2019-06-21 14:28,57.9201224981124,"[40.7374, -73.7951]",False,True,3 bed room private house for rent modern style semi furnished,11365-2017,$2400,,R,70.0,https://newyork.craigslist.org/que/abo/d/fresh-meadows-3-bed-room-private-house/6914292260.html,80.0,fresh meadows/bayside flushing
6917211563,Queens Blvd,550ft2,1,72.0,2019-06-21 14:27,2.721631140450409,"[40.7229, -73.8473]",True,True,huge l-shape studio (all included),11375,$1650,6843518946,R,100.0,https://newyork.craigslist.org/que/abo/d/forest-hills-huge-shape-studio-all/6917211563.html,96.0,forest hills
6917179887,6485 Booth St,850ft2,1,71.0,2019-06-21 14:27,111.5523370856317,"[40.7278, -73.8602]",True,True,about 66-15 thornton place,11374-4013,$800,,L,100.0,https://newyork.craigslist.org/que/abo/d/rego-park-about-thornton-place/6917179887.html,96.0,rego park
6907602787,14 Linden Pl,801ft2,1,65.0,2019-06-21 14:27,81.22465278646109,"[41.0602, -73.5445]",True,True,"billards and game room with wi-fi, shuttle service, covered parking",06902-2305,$2179,,L,,https://newyork.craigslist.org/fct/abo/d/stamford-billards-and-game-room-with-wi/6907602787.html,88.0,
6910543480,8644 54th Ave,,3,77.0,2019-06-21 14:27,21.798454588311845,"[40.7351, -73.8776]",False,True,elmhurst super convenient location! 3 br 1 bath,11373-4335,$2450,6646277293,R,100.0,https://newyork.craigslist.org/que/abo/d/elmhurst-elmhurst-super-convenient/6910543480.html,96.0,elmhurst
6917174366,334 Franklin Ave,,1,85.0,2019-06-21 14:26,0.021573973571966585,"[40.687729, -73.956987]",True,True,**1bedroom-1bath in the heart of bed-stuy,11238-1402,$2200,,R,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-1bedroom-1bath-in-the-heart-of/6917174366.html,95.0,bedford-stuyvesant
6906249947,4400 Davis St,700ft2,2,85.0,2019-06-21 14:53,0.09268710558534905,"[40.745818, -73.94565]",True,True,lic court square apartment,11101-4306,$2000,,R,100.0,https://newyork.craigslist.org/brk/abo/d/long-island-city-lic-court-square/6906249947.html,98.0,long island city
6911205581,71 Dock St,936ft2,2,51.0,2019-06-21 14:52,9.037007282965261,"[40.936044, -73.902845]",True,True,"hudson river view, full hudson river view, walk in closet",10701-2750,$2665,,R,64.0,https://newyork.craigslist.org/wch/abo/d/yonkers-hudson-river-view-full-hudson/6911205581.html,91.0,
6911933111,790 Lexington Ave,,3,72.0,2019-06-21 14:52,0.0,"[40.690369, -73.927547]",True,True,"cut your search time in half… work with experienced,to find apt",11221-2944,$3000,,R,92.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-cut-your-search-time-in-half/6911933111.html,96.0,bed-stuy
6917242496,69 Lawrence Ln,,1,49.0,2019-06-21 14:52,253.5125008421477,"[40.7051, -73.243]",False,True,fairfield courtyard at bayshore,11706-8623,$1850,6841152884,L,,https://newyork.craigslist.org/lgi/abo/d/bay-shore-fairfield-courtyard-at/6917242496.html,1.0,bayshore
6917275112,883 Post Rd,1000ft2,2,57.0,2019-06-21 14:52,58.43224965832298,"[41.077944, -73.470318]",True,True,bright and comfortable two-bedroom apartment,06820-4603,$2100,6626070386,R,,https://newyork.craigslist.org/fct/abo/d/darien-bright-and-comfortable-two/6917275112.html,70.0,"darien, ct"
6917310204,44 Water St,,2,80.0,2019-06-21 14:51,92.91004413589475,"[40.7038, -74.0098]",True,True,this apartment will make all your friends jealous!,10004-2605,$2750,6870285188,L,100.0,https://newyork.craigslist.org/mnh/nfb/d/new-york-city-this-apartment-will-make/6917310204.html,99.0,financial district
6917203546,552 Gates Ave,,2,79.0,2019-06-21 14:51,129.31052882819904,"[40.686789, -73.943471]",True,True,amazing 2br 1.5ba*spacious apt *roof top*yard*laundry room*,11221-1201,$2383,,R,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-amazing-2br-15baspacious-apt/6917203546.html,91.0,bedstuy - no brokers fee ~
6917248651,600 Bond St,,3,57.0,2019-06-21 14:51,212.6947189473654,"[41.2005, -73.1688]",False,True,3 bedroom 1st floor apartment,06610-2205,$1300,,R,,https://newyork.craigslist.org/fct/abo/d/bridgeport-3-bedroom-1st-floor-apartment/6917248651.html,45.0,palisade ave bridgeport ct.
6917230768,1023 Avenue K,,2,76.0,2019-06-21 14:51,22.314235358234864,"[40.6225, -73.965]",True,True,spacious 2 bedroom close to the subway,11230-4115,$2000,,L,89.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-spacious-2-bedroom-close-to/6917230768.html,95.0,midwood
6909752802,2294 2nd Ave,,,88.0,2019-06-21 14:51,22.88488714406639,"[40.798026, -73.936658]",True,True,6 train! laundry! no fee,10035-4808,$1599,6869381056,R,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-6-train-laundry-no-fee/6909752802.html,98.0,
6917309425,54 Gold St,,1,84.0,2019-06-21 14:51,0.661945374635669,"[40.709093, -74.005512]",True,True,"prime location, memorizing space!",10038-1832,$2600,6893510157,R,100.0,https://newyork.craigslist.org/mnh/nfb/d/new-york-city-prime-location-memorizing/6917309425.html,100.0,financial district
6913936497,500 Decatur St,,2,66.0,2019-06-21 14:50,0.0,"[40.682682, -73.92267]",True,True,extraordinary layout with an extra space!__live-work__no fee!__,11233-2006,$2201,,R,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-extraordinary-layout-with-an/6913936497.html,94.0,bed-stuy___a / c @ ralph ave. & j / m @ halsey st.
6911263200,362 Hooper St,,1,90.0,2019-06-21 14:50,0.0,"[40.708974, -73.95283]",True,True,exquisite 1 bedroom!___exposed brick__stainless appliances___no fee,11211-6411,$2450,,R,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-exquisite-1-bedroomexposed/6911263200.html,97.0,williamsburg___j/m/z trains @ hewes ave.
6917304916,107 Dannell Dr,991ft2,,30.0,2019-06-21 14:50,148.93017756352387,"[41.0888, -73.5435]",False,True,experience the fairfield lifestyle!,06905-2716,$2419,,R,,https://newyork.craigslist.org/fct/abo/d/stamford-experience-the-fairfield/6917304916.html,15.0,stamford
6917290998,14 Linden Pl,1419ft2,3,65.0,2019-06-21 14:50,81.22465278646109,"[41.0602, -73.5445]",True,True,corner balcony/city view..sundeck with water view,06902-2305,$4273,,L,,https://newyork.craigslist.org/fct/abo/d/stamford-corner-balcony-city/6917290998.html,88.0,stamford
6917244723,311 Rodney St,,2,91.0,2019-06-21 14:49,38.08449692505401,"[40.708966, -73.95612]",True,True,"williamsburg-no fee, true 2 br, charming & renovated,exposed brick 7/1",11211,$2850,,L,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-williamsburg-no-fee-true-2-br/6917244723.html,98.0,williamsburg
6917308031,44 Water St,,4,80.0,2019-06-21 14:49,92.91004413589475,"[40.7038, -74.0098]",True,True,flex harder than terry crews!,10004-2605,$4500,6870284933,L,100.0,https://newyork.craigslist.org/mnh/nfb/d/new-york-city-flex-harder-than-terry/6917308031.html,99.0,financial district
6917284042,455 E 45th St,,3,66.0,2019-06-21 14:49,76.43892272824388,"[40.6505, -73.9349]",True,True,"east flatbush🌸brand new 3br apt,massive bedroms,closets,no fee",11203-4119,$2449,,L,79.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-east-flatbushbrand-new-3br/6917284042.html,93.0,
6917229984,3950 Sedgwick Ave,1100ft2,3,85.0,2019-06-21 14:48,13.67588889959027,"[40.88251, -73.890425]",True,True,* three (3) bedroom two (2) bath pvt house on saxon ave,10463-3078,$2600,6904104022,R,100.0,https://newyork.craigslist.org/brx/abo/d/bronx-three-3-bedroom-two-2-bath-pvt/6917229984.html,85.0,vancortlandt park south
6917302802,98 S Division St,1150ft2,2,61.0,2019-06-21 14:48,0.0,"[40.905324, -73.779931]",True,True,▶ ▶ ▶available 8/1 - walk to metro north; 2 bedroom,10805-2830,$2100,6496088775,L,56.0,https://newyork.craigslist.org/wch/abo/d/new-rochelle-available-walk-to-metro/6917302802.html,94.0,"new rochelle, ny"
