id,address,area,bedrooms,bikeScore,datetime,distanceToNearestIntersection,geotag,has_image,has_map,name,postalCode,price,repost_of,sideOfStreet,transitScore,url,walkScore,where
6917398114,391 Prospect Pl,,1,94.0,2019-06-21 17:48,0.0,"[40.676547, -73.963529]",True,True,"located on a beautiful brownstone block, this 1.5 bed",11238-4102,$3000,,L,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-located-on-beautiful/6917398114.html,97.0,clinton hill
6915476779,2112 28th Ave,,,81.0,2019-06-21 17:48,62.032745650084735,"[40.7706, -73.9265]",True,True,"two bedroom astoria, queens by owner no fee",11102-3337,$2400,6557714871,R,83.0,https://newyork.craigslist.org/que/abo/d/astoria-two-bedroom-astoria-queens-by/6915476779.html,95.0,astoria queens
6915788721,1500 Prospect Pl,,3,86.0,2019-06-21 17:48,0.38374192690438097,"[40.672954, -73.925161]",True,True,huge bedrooms that can comfortably fit queen size beds,11233-4404,$2400,,R,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-huge-bedrooms-that-can/6915788721.html,93.0,crown heights
6915791683,345 Avenue P,,2,74.0,2019-06-21 17:48,0.0,"[40.608596, -73.974995]",True,True,elevator. laundry in building. live in super.,11204-3519,$2200,,L,94.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-elevator-laundry-in-building/6915791683.html,91.0,gravesend
6917391804,49 Patchen Ave,,1,72.0,2019-06-21 17:47,37.11116276707774,"[40.6907, -73.9274]",True,True,see and sign! final rm avail in modern bedstuy apt / j a c / no fee,11221-2935,$849,,L,92.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-see-and-sign-final-rm-avail-in/6917391804.html,96.0,bedstuy / easy commute / asap / j a c / no fee
6917392627,792 Marcy Ave,,2,79.0,2019-06-21 17:47,0.0,"[40.686578, -73.947456]",True,True,modern touches on classic features,11216-1513,$2500,,R,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-modern-touches-on-classic/6917392627.html,96.0,bed-stuy
6917465967,2907 31st Ave,,1,79.0,2019-06-21 17:47,38.34966836772067,"[40.765152, -73.92454]",True,True,"modern, renovated 1bed in astoria, launry in unit! no fee!",11106-2803,$2300,,L,85.0,https://newyork.craigslist.org/que/nfb/d/astoria-modern-renovated-1bed-in/6917465967.html,96.0,astoria
6917407303,1024 Bushwick Ave,,3,81.0,2019-06-21 18:12,0.0,"[40.691353, -73.921411]",True,True,gorgeous gut renovated 3 bed with laundry in unit,11221-4321,$2537,,R,97.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-gorgeous-gut-renovated-3-bed/6917407303.html,95.0,bushwick
6917383582,197 Wilson Ave,,2,93.0,2019-06-21 18:11,2.480828034927758,"[40.6992, -73.923082]",True,True,"great space, price, and location in bushwick",11237-3742,$2350,,L,99.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-great-space-price-and-location/6917383582.html,99.0,bushwick
6914269231,5417 151st St,900ft2,2,81.0,2019-06-21 18:11,51.211353345869284,"[40.745615, -73.816259]",True,True,"2 bedroom, 1 bath, kitchen, living room",11355-5501,$2100,,L,75.0,https://newyork.craigslist.org/que/abo/d/flushing-2-bedroom-1-bath-kitchen/6914269231.html,70.0,flushing
6917480848,110 Marian Rd,,2,25.0,2019-06-21 18:10,24.001211959372807,"[41.1928, -73.2402]",False,True,2 bedroom apartment for rent,06825-2733,$1800,,L,,https://newyork.craigslist.org/fct/abo/d/fairfield-2-bedroom-apartment-for-rent/6917480848.html,39.0,fairfield
6917425176,4024 58th St,750ft2,2,82.0,2019-06-21 18:10,39.30488060310077,"[40.745, -73.9069]",True,True,fully completely renovated 2 bedroom apt in pre-war building,11377-4747,$2100,6225604459,R,100.0,https://newyork.craigslist.org/que/abo/d/woodside-fully-completely-renovated-2/6917425176.html,97.0,72nd street & woodside ave
6917402029,Belvidere St,,1,80.0,2019-06-21 18:09,0.9445772016702662,"[40.698186, -73.937391]",True,True,this spacious 1 bedroom opens up to a large open~plan kitchen and livi,11206,$3000,,R,98.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-this-spacious-1-bedroom-opens/6917402029.html,98.0,bushwick
6917482662,232 W 10th St,,,91.0,2019-06-21 18:09,82.05821397063889,"[40.7339, -74.0054]",True,True,***charming sun washed west vill studio digs***elevator bldg!!!,10014-2976,$2600,6356141905,L,100.0,https://newyork.craigslist.org/mnh/fee/d/new-york-city-charming-sun-washed-west/6917482662.html,100.0,west village
6917421552,543 Knickerbocker Ave,,,89.0,2019-06-21 18:09,0.0,"[40.697253, -73.915616]",True,True,amazing spacious bushwick 2br - no fee!!,11221-4709,$2450,,L,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-amazing-spacious-bushwick-2br/6917421552.html,96.0,bushwick
6917453389,463 Fairmount Ave,400ft2,1,72.0,2019-06-21 18:07,104.00459455917374,"[40.727134, -74.075195]",True,True,1 bedroom apartment (utilities included),07306-5908,$1150,,L,67.0,https://newyork.craigslist.org/jsy/abo/d/jersey-city-1-bedroom-apartment/6917453389.html,93.0,jersey city
6917399031,648 E 21st St,,2,84.0,2019-06-21 18:07,0.0,"[40.638232, -73.957708]",True,True,large 2 bedroom apartment. 1 bedroom is larger than the other,11226-7503,$2700,,R,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-large-2-bedroom-apartment-1/6917399031.html,92.0,flatbush
6917425787,Connector Rd,1600ft2,,60.0,2019-06-21 18:06,,"[41.3946, -74.3302]",True,True,beautiful specious two bedrooms apartment,10924,$1200,,R,,https://newyork.craigslist.org/jsy/abo/d/goshen-beautiful-specious-two-bedrooms/6917425787.html,34.0,"goshen,ny"
6917448585,1173 Myrtle Ave,,2,81.0,2019-06-21 18:06,0.0,"[40.697118, -73.933986]",True,True,very nice deal for july 1 in bushwick / laundry in unit,11221-2508,$2495,,L,97.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-very-nice-deal-for-july-1-in/6917448585.html,97.0,bushwick
6917389966,1967 Bedford Ave,,3,85.0,2019-06-21 18:05,0.0,"[40.657454, -73.956558]",True,True,modern 3 bedroom  large bedrooms with windows & closets,11225-5788,$2800,,L,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-modern-3-bedroom-large/6917389966.html,93.0,plg: prospect lefferts gardens
6917427121,224 Knickerbocker Ave,,3,94.0,2019-06-21 18:05,31.951342546988606,"[40.703122, -73.925935]",True,True,duplex with max privacy - expose bricks and amazing wooden work - must,11237-2402,$3199,,R,98.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-duplex-with-max-privacy-expose/6917427121.html,98.0,prime bushwick/east williamsburg
6915793176,265 Knickerbocker Ave,,2,95.0,2019-06-21 18:04,0.0,"[40.702388, -73.924636]",True,True,spacious 2 bed with 15ft ceilings at maria hernandez park,11237,$2349,,L,98.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-spacious-2-bed-with-15ft/6915793176.html,99.0,bushwick
6915793186,265 Knickerbocker Ave,,2,95.0,2019-06-21 18:04,0.0,"[40.702388, -73.924636]",True,True,huge two bed at maria hernandez park with 15ft ceilings,11237,$2349,,L,98.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-huge-two-bed-at-maria/6915793186.html,99.0,bushwick
6917393604,549 Bushwick Ave,,,81.0,2019-06-21 18:04,0.0,"[40.699071, -73.93547]",True,True,beautiful spacious studio loft + laundry + huge roof + outdoor space!,11206-4628,$2199,,L,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-beautiful-spacious-studio-loft/6917393604.html,97.0,bushwick
6917409965,9398 Avenue N,,,62.0,2019-06-21 18:04,0.0,"[40.633887, -73.893871]",True,True,huge 3 bedroom apartment in canarsie,11236-5230,$2300,,R,66.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-huge-3-bedroom-apartment-in/6917409965.html,84.0,brooklyn
6917411645,1843 Stanhope St,,2,82.0,2019-06-21 18:04,0.0,"[40.70766, -73.913435]",True,True,1.5 bath beauty__duplex w/ office __laundry__backyard__no fee!,11385-1450,$3000,,L,96.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-15-bath-beautyduplex-office/6917411645.html,95.0,ridgewood / bushwick | l @ dekalb.
6914163363,1391 Dekalb Ave,,2,95.0,2019-06-21 18:04,0.0,"[40.699628, -73.923833]",True,True,beautiful 2 bed with private yard + parking spot! stunning kitchen wit,11221-3336,$2599,,L,99.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-beautiful-2-bed-with-private/6914163363.html,99.0,bushwick
6917407303,1024 Bushwick Ave,,3,81.0,2019-06-21 18:12,0.0,"[40.691353, -73.921411]",True,True,gorgeous gut renovated 3 bed with laundry in unit,11221-4321,$2537,,R,97.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-gorgeous-gut-renovated-3-bed/6917407303.html,95.0,bushwick
6917383582,197 Wilson Ave,,2,93.0,2019-06-21 18:11,2.480828034927758,"[40.6992, -73.923082]",True,True,"great space, price, and location in bushwick",11237-3742,$2350,,L,99.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-great-space-price-and-location/6917383582.html,99.0,bushwick
6914269231,5417 151st St,900ft2,2,81.0,2019-06-21 18:11,51.211353345869284,"[40.745615, -73.816259]",True,True,"2 bedroom, 1 bath, kitchen, living room",11355-5501,$2100,,L,75.0,https://newyork.craigslist.org/que/abo/d/flushing-2-bedroom-1-bath-kitchen/6914269231.html,70.0,flushing
6917480848,110 Marian Rd,,2,25.0,2019-06-21 18:10,24.001211959372807,"[41.1928, -73.2402]",False,True,2 bedroom apartment for rent,06825-2733,$1800,,L,,https://newyork.craigslist.org/fct/abo/d/fairfield-2-bedroom-apartment-for-rent/6917480848.html,39.0,fairfield
6917425176,4024 58th St,750ft2,2,82.0,2019-06-21 18:10,39.30488060310077,"[40.745, -73.9069]",True,True,fully completely renovated 2 bedroom apt in pre-war building,11377-4747,$2100,6225604459,R,100.0,https://newyork.craigslist.org/que/abo/d/woodside-fully-completely-renovated-2/6917425176.html,97.0,72nd street & woodside ave
6917402029,Belvidere St,,1,80.0,2019-06-21 18:09,0.9445772016702662,"[40.698186, -73.937391]",True,True,this spacious 1 bedroom opens up to a large open~plan kitchen and livi,11206,$3000,,R,98.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-this-spacious-1-bedroom-opens/6917402029.html,98.0,bushwick
6917482662,232 W 10th St,,,91.0,2019-06-21 18:09,82.05821397063889,"[40.7339, -74.0054]",True,True,***charming sun washed west vill studio digs***elevator bldg!!!,10014-2976,$2600,6356141905,L,100.0,https://newyork.craigslist.org/mnh/fee/d/new-york-city-charming-sun-washed-west/6917482662.html,100.0,west village
6917421552,543 Knickerbocker Ave,,,89.0,2019-06-21 18:09,0.0,"[40.697253, -73.915616]",True,True,amazing spacious bushwick 2br - no fee!!,11221-4709,$2450,,L,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-amazing-spacious-bushwick-2br/6917421552.html,96.0,bushwick
6917453389,463 Fairmount Ave,400ft2,1,72.0,2019-06-21 18:07,104.00459455917374,"[40.727134, -74.075195]",True,True,1 bedroom apartment (utilities included),07306-5908,$1150,,L,67.0,https://newyork.craigslist.org/jsy/abo/d/jersey-city-1-bedroom-apartment/6917453389.html,93.0,jersey city
6917399031,648 E 21st St,,2,84.0,2019-06-21 18:07,0.0,"[40.638232, -73.957708]",True,True,large 2 bedroom apartment. 1 bedroom is larger than the other,11226-7503,$2700,,R,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-large-2-bedroom-apartment-1/6917399031.html,92.0,flatbush
6917425787,Connector Rd,1600ft2,,60.0,2019-06-21 18:06,,"[41.3946, -74.3302]",True,True,beautiful specious two bedrooms apartment,10924,$1200,,R,,https://newyork.craigslist.org/jsy/abo/d/goshen-beautiful-specious-two-bedrooms/6917425787.html,34.0,"goshen,ny"
6917448585,1173 Myrtle Ave,,2,81.0,2019-06-21 18:06,0.0,"[40.697118, -73.933986]",True,True,very nice deal for july 1 in bushwick / laundry in unit,11221-2508,$2495,,L,97.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-very-nice-deal-for-july-1-in/6917448585.html,97.0,bushwick
6917389966,1967 Bedford Ave,,3,85.0,2019-06-21 18:05,0.0,"[40.657454, -73.956558]",True,True,modern 3 bedroom  large bedrooms with windows & closets,11225-5788,$2800,,L,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-modern-3-bedroom-large/6917389966.html,93.0,plg: prospect lefferts gardens
6917427121,224 Knickerbocker Ave,,3,94.0,2019-06-21 18:05,31.951342546988606,"[40.703122, -73.925935]",True,True,duplex with max privacy - expose bricks and amazing wooden work - must,11237-2402,$3199,,R,98.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-duplex-with-max-privacy-expose/6917427121.html,98.0,prime bushwick/east williamsburg
6915793176,265 Knickerbocker Ave,,2,95.0,2019-06-21 18:04,0.0,"[40.702388, -73.924636]",True,True,spacious 2 bed with 15ft ceilings at maria hernandez park,11237,$2349,,L,98.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-spacious-2-bed-with-15ft/6915793176.html,99.0,bushwick
6915793186,265 Knickerbocker Ave,,2,95.0,2019-06-21 18:04,0.0,"[40.702388, -73.924636]",True,True,huge two bed at maria hernandez park with 15ft ceilings,11237,$2349,,L,98.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-huge-two-bed-at-maria/6915793186.html,99.0,bushwick
6917393604,549 Bushwick Ave,,,81.0,2019-06-21 18:04,0.0,"[40.699071, -73.93547]",True,True,beautiful spacious studio loft + laundry + huge roof + outdoor space!,11206-4628,$2199,,L,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-beautiful-spacious-studio-loft/6917393604.html,97.0,bushwick
6917409965,9398 Avenue N,,,62.0,2019-06-21 18:04,0.0,"[40.633887, -73.893871]",True,True,huge 3 bedroom apartment in canarsie,11236-5230,$2300,,R,66.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-huge-3-bedroom-apartment-in/6917409965.html,84.0,brooklyn
6917411645,1843 Stanhope St,,2,82.0,2019-06-21 18:04,0.0,"[40.70766, -73.913435]",True,True,1.5 bath beauty__duplex w/ office __laundry__backyard__no fee!,11385-1450,$3000,,L,96.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-15-bath-beautyduplex-office/6917411645.html,95.0,ridgewood / bushwick | l @ dekalb.
6914163363,1391 Dekalb Ave,,2,95.0,2019-06-21 18:04,0.0,"[40.699628, -73.923833]",True,True,beautiful 2 bed with private yard + parking spot! stunning kitchen wit,11221-3336,$2599,,L,99.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-beautiful-2-bed-with-private/6914163363.html,99.0,bushwick
6914417964,326 W 54th St,,3,89.0,2019-06-21 18:32,167.193930094898,"[40.7651, -73.9858]",True,True,july 1st **no fee! - huge 3 bed - w/d & d/w in unit! close to trains!!,10019-5102,$4695,,L,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-july-1st-no-fee-huge-3/6914417964.html,99.0,midtown west
6917499298,33 N Village Ave,,1,58.0,2019-06-21 18:32,0.0,"[40.657556, -73.647772]",True,True,"one bedroom 2nd floor, walk to train and restaurants",11570-4918,$1900,6899810935,R,,https://newyork.craigslist.org/lgi/fee/d/rockville-centre-one-bedroom-2nd-floor/6917499298.html,96.0,rockville centre
6914418203,384 Cadman Plz W,,1,91.0,2019-06-21 18:31,77.65175949533406,"[40.694, -73.9903]",True,True,"ready aug. 1st! no fee** balcony, doorman, gym, laundry, walk 2 trains",11201,$3000,,L,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-ready-aug-1st-no-fee-balcony/6914418203.html,99.0,
6907545181,Henry Hudson Pkwy S,900ft2,2,37.0,2019-06-21 18:30,,"[40.9011, -73.9053]",True,True,lovely spacious 2-bedroom in fieldston/riverdale,10471,$2300,,R,68.0,https://newyork.craigslist.org/brx/abo/d/bronx-lovely-spacious-2-bedroom-in/6907545181.html,63.0,riverdale/fieldston
6914417756,306 W 38th St,,,89.0,2019-06-21 18:30,74.28055096592546,"[40.7547, -73.9925]",True,True,"**no fee july 1st m.i. - dw doorman, gym, roof deck, laundry, parking!",10018-2905,$2929,,L,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-no-fee-july-1st-mi-dw/6914417756.html,99.0,midtown west
6909967648,2187 Tilden Ave,,3,84.0,2019-06-21 18:30,18.34964152450157,"[40.6467, -73.957]",True,True,"huge reno 3bd w/ back patio! skylight, d/w close to p.park------no fee",11226,$2375,,L,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-huge-reno-3bd-back-patio/6909967648.html,97.0,
6909967555,49 Patchen Ave,,2,72.0,2019-06-21 18:29,37.11116276707774,"[40.6907, -73.9274]",True,True,"no fee & 1 mo. free - w&d in unit, prime bushwick, close to trains.",11221-2935,$2700,,L,92.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-no-fee-1-mo-free-wd-in-unit/6909967555.html,96.0,
6909967720,276 Troy Ave,,3,89.0,2019-06-21 18:29,5.771282959461613,"[40.67, -73.9367]",True,True,huge *no fee* with washer and d/w 3 bed close to parks and subways!,11213-4632,$2800,,R,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-huge-no-fee-with-washer-and-w/6909967720.html,96.0,
6911529287,326 W 54th St,,1,89.0,2019-06-21 18:29,167.193930094898,"[40.7651, -73.9858]",True,True," w/d in unit, d/w, french doors, ex brick, close to trains!",10019-5102,$2746,,L,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-d-in-unit-w-french-doors/6911529287.html,99.0,midtown west
6911529390,842 Amsterdam Ave,,3,87.0,2019-06-21 18:29,15.53679707748541,"[40.7975, -73.9683]",True,True,bright spacious *no fee* 3bd with d/w & w/d. steps to central park,10025-5103,$3895,,L,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-bright-spacious-no-fee/6911529390.html,99.0,upper west side
6917410436,835 Dekalb Ave,,4,83.0,2019-06-21 18:29,0.0,"[40.692358, -73.942807]",True,True,"sunny windows throughout, spacious bedrooms",11221-1403,$3750,,L,97.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-sunny-windows-throughout/6917410436.html,90.0,bed-stuy
6911537170,326 W 54th St,,1,89.0,2019-06-21 18:28,167.193930094898,"[40.7651, -73.9858]",True,True,"beautifully reno. 1 bed *no fee* doorman, d/w, laundry elevator.",10019-5102,$2995,,L,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-beautifully-reno-1-bed-no/6911537170.html,99.0,midtown west
6917400545,28 Scott Ave,,,80.0,2019-06-21 18:28,0.0,"[40.708484, -73.922104]",True,True,huge live/work studio loft! massive factory windows! jefferson l!,11237-2300,$1799,,R,90.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-huge-live-work-studio-loft/6917400545.html,93.0,bushwick
6917496539,208 E Broadway,,2,95.0,2019-06-21 18:28,37.325687991421766,"[40.7152, -73.9877]",True,True,***awesome sun blasted east broadway true 2 bed digs***prime location!,10002-5506,$2600,6356141905,L,100.0,https://newyork.craigslist.org/mnh/fee/d/new-york-city-awesome-sun-blasted-east/6917496539.html,99.0,chinatown / lit italy
6917494041,342 Shelton Ave,,,32.0,2019-06-21 18:28,63.583469651564506,"[41.3047, -73.1294]",False,True,2 bedroom apartment for rent,06484-2826,$1200,,L,,https://newyork.craigslist.org/fct/abo/d/shelton-2-bedroom-apartment-for-rent/6917494041.html,4.0,shelton
6917411142,Brooklyn Bridge,750ft2,1,88.0,2019-06-21 18:28,,"[40.7101, -74.0013]",True,True,one bedroom for rent - flexible lease terms,10038,$4000,6911274533,R,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-one-bedroom-for-rent/6917411142.html,99.0,financial district
6917436300,197 Wilson Ave,,3,93.0,2019-06-21 18:28,2.480828034927758,"[40.6992, -73.923082]",True,True,"gorgeous, modern apt next to subway stop! no fee",11237-3742,$2650,,L,99.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-gorgeous-modern-apt-next-to/6917436300.html,99.0,bushwick
6913824318,163 Mercer St,,2,91.0,2019-06-21 18:27,61.657782953045555,"[40.7255, -73.9983]",True,True,++++   no fee_  prince street__ w.d __ no fee,10012-3203,$4400,4014825914,L,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-no-fee-prince-street-wd/6913824318.html,99.0,nolita / bowery
6911529581,326 W 54th St,,1,89.0,2019-06-21 18:27,167.193930094898,"[40.7651, -73.9858]",True,True,"bright renovated 1 bed! doorman, d/w, elevator, laundry, close 2 train",10019-5102,$2995,,L,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-bright-renovated-1-bed/6911529581.html,99.0,midtown west
6917428680,501 Cypress Ave,,3,84.0,2019-06-21 18:27,0.0,"[40.704325, -73.9134]",True,True,big and spacious 2 bedroom duplex apartment,11385,$2800,,L,98.0,https://newyork.craigslist.org/que/abo/d/brooklyn-big-and-spacious-2-bedroom/6917428680.html,96.0,ridgewood
6914417964,326 W 54th St,,3,89.0,2019-06-21 18:32,167.193930094898,"[40.7651, -73.9858]",True,True,july 1st **no fee! - huge 3 bed - w/d & d/w in unit! close to trains!!,10019-5102,$4695,,L,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-july-1st-no-fee-huge-3/6914417964.html,99.0,midtown west
6917499298,33 N Village Ave,,1,58.0,2019-06-21 18:32,0.0,"[40.657556, -73.647772]",True,True,"one bedroom 2nd floor, walk to train and restaurants",11570-4918,$1900,6899810935,R,,https://newyork.craigslist.org/lgi/fee/d/rockville-centre-one-bedroom-2nd-floor/6917499298.html,96.0,rockville centre
6914418203,384 Cadman Plz W,,1,91.0,2019-06-21 18:31,77.65175949533406,"[40.694, -73.9903]",True,True,"ready aug. 1st! no fee** balcony, doorman, gym, laundry, walk 2 trains",11201,$3000,,L,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-ready-aug-1st-no-fee-balcony/6914418203.html,99.0,
6907545181,Henry Hudson Pkwy S,900ft2,2,37.0,2019-06-21 18:30,,"[40.9011, -73.9053]",True,True,lovely spacious 2-bedroom in fieldston/riverdale,10471,$2300,,R,68.0,https://newyork.craigslist.org/brx/abo/d/bronx-lovely-spacious-2-bedroom-in/6907545181.html,63.0,riverdale/fieldston
6914417756,306 W 38th St,,,89.0,2019-06-21 18:30,74.28055096592546,"[40.7547, -73.9925]",True,True,"**no fee july 1st m.i. - dw doorman, gym, roof deck, laundry, parking!",10018-2905,$2929,,L,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-no-fee-july-1st-mi-dw/6914417756.html,99.0,midtown west
6909967648,2187 Tilden Ave,,3,84.0,2019-06-21 18:30,18.34964152450157,"[40.6467, -73.957]",True,True,"huge reno 3bd w/ back patio! skylight, d/w close to p.park------no fee",11226,$2375,,L,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-huge-reno-3bd-back-patio/6909967648.html,97.0,
6909967555,49 Patchen Ave,,2,72.0,2019-06-21 18:29,37.11116276707774,"[40.6907, -73.9274]",True,True,"no fee & 1 mo. free - w&d in unit, prime bushwick, close to trains.",11221-2935,$2700,,L,92.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-no-fee-1-mo-free-wd-in-unit/6909967555.html,96.0,
6909967720,276 Troy Ave,,3,89.0,2019-06-21 18:29,5.771282959461613,"[40.67, -73.9367]",True,True,huge *no fee* with washer and d/w 3 bed close to parks and subways!,11213-4632,$2800,,R,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-huge-no-fee-with-washer-and-w/6909967720.html,96.0,
6911529287,326 W 54th St,,1,89.0,2019-06-21 18:29,167.193930094898,"[40.7651, -73.9858]",True,True," w/d in unit, d/w, french doors, ex brick, close to trains!",10019-5102,$2746,,L,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-d-in-unit-w-french-doors/6911529287.html,99.0,midtown west
6911529390,842 Amsterdam Ave,,3,87.0,2019-06-21 18:29,15.53679707748541,"[40.7975, -73.9683]",True,True,bright spacious *no fee* 3bd with d/w & w/d. steps to central park,10025-5103,$3895,,L,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-bright-spacious-no-fee/6911529390.html,99.0,upper west side
6917410436,835 Dekalb Ave,,4,83.0,2019-06-21 18:29,0.0,"[40.692358, -73.942807]",True,True,"sunny windows throughout, spacious bedrooms",11221-1403,$3750,,L,97.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-sunny-windows-throughout/6917410436.html,90.0,bed-stuy
6911537170,326 W 54th St,,1,89.0,2019-06-21 18:28,167.193930094898,"[40.7651, -73.9858]",True,True,"beautifully reno. 1 bed *no fee* doorman, d/w, laundry elevator.",10019-5102,$2995,,L,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-beautifully-reno-1-bed-no/6911537170.html,99.0,midtown west
6917400545,28 Scott Ave,,,80.0,2019-06-21 18:28,0.0,"[40.708484, -73.922104]",True,True,huge live/work studio loft! massive factory windows! jefferson l!,11237-2300,$1799,,R,90.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-huge-live-work-studio-loft/6917400545.html,93.0,bushwick
6917496539,208 E Broadway,,2,95.0,2019-06-21 18:28,37.325687991421766,"[40.7152, -73.9877]",True,True,***awesome sun blasted east broadway true 2 bed digs***prime location!,10002-5506,$2600,6356141905,L,100.0,https://newyork.craigslist.org/mnh/fee/d/new-york-city-awesome-sun-blasted-east/6917496539.html,99.0,chinatown / lit italy
6917494041,342 Shelton Ave,,,32.0,2019-06-21 18:28,63.583469651564506,"[41.3047, -73.1294]",False,True,2 bedroom apartment for rent,06484-2826,$1200,,L,,https://newyork.craigslist.org/fct/abo/d/shelton-2-bedroom-apartment-for-rent/6917494041.html,4.0,shelton
6917411142,Brooklyn Bridge,750ft2,1,88.0,2019-06-21 18:28,,"[40.7101, -74.0013]",True,True,one bedroom for rent - flexible lease terms,10038,$4000,6911274533,R,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-one-bedroom-for-rent/6917411142.html,99.0,financial district
6917436300,197 Wilson Ave,,3,93.0,2019-06-21 18:28,2.480828034927758,"[40.6992, -73.923082]",True,True,"gorgeous, modern apt next to subway stop! no fee",11237-3742,$2650,,L,99.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-gorgeous-modern-apt-next-to/6917436300.html,99.0,bushwick
6913824318,163 Mercer St,,2,91.0,2019-06-21 18:27,61.657782953045555,"[40.7255, -73.9983]",True,True,++++   no fee_  prince street__ w.d __ no fee,10012-3203,$4400,4014825914,L,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-no-fee-prince-street-wd/6913824318.html,99.0,nolita / bowery
6911529581,326 W 54th St,,1,89.0,2019-06-21 18:27,167.193930094898,"[40.7651, -73.9858]",True,True,"bright renovated 1 bed! doorman, d/w, elevator, laundry, close 2 train",10019-5102,$2995,,L,100.0,https://newyork.craigslist.org/mnh/abo/d/new-york-city-bright-renovated-1-bed/6911529581.html,99.0,midtown west
6917428680,501 Cypress Ave,,3,84.0,2019-06-21 18:27,0.0,"[40.704325, -73.9134]",True,True,big and spacious 2 bedroom duplex apartment,11385,$2800,,L,98.0,https://newyork.craigslist.org/que/abo/d/brooklyn-big-and-spacious-2-bedroom/6917428680.html,96.0,ridgewood
6917420229,543 Knickerbocker Ave,,,89.0,2019-06-21 18:52,0.0,"[40.697253, -73.915616]",True,True,duplex bushwick 2br - no fee!,11221-4709,$2450,,L,100.0,https://newyork.craigslist.org/brk/abo/d/brooklyn-duplex-bushwick-2br-no-fee/6917420229.html,96.0,bushwick
